id,x,y,deg
018_3,s-89.093702,s-89.007464,s77.376261
018_4,s-89.071448,s-89.909507,s329.881810
018_5,s-90.333792,s-88.902178,s301.455412
018_6,s-88.860303,s-88.341907,s213.295591
018_7,s-89.276070,s-88.359577,s76.930400
018_8,s-88.443349,s-89.776022,s335.877390
018_9,s-88.186545,s-88.038888,s78.089573
018_10,s-89.494127,s-87.832073,s66.057164
018_11,s-88.098899,s-88.597985,s332.789258
018_12,s-90.165824,s-88.195651,s25.234457
018_13,s-87.877776,s-89.780886,s342.647919
018_14,s-88.785673,s-87.522757,s68.308470
018_15,s-88.136932,s-87.385772,s227.500361
018_16,s-89.963162,s-87.189468,s294.170374
018_17,s-87.493115,s-88.503420,s180.498761
019_0,s-89.490239,s-89.524201,s44.998469
019_1,s-90.095695,s-89.799321,s15.486047
019_2,s-89.441050,s-89.935740,s112.202907
019_3,s-89.093702,s-89.007464,s77.376261
019_4,s-89.071448,s-89.909507,s329.881810
019_5,s-90.333792,s-88.902178,s301.455412
019_6,s-88.860303,s-88.341907,s213.295591
019_7,s-89.276070,s-88.359577,s76.930400
019_8,s-88.443349,s-89.776022,s335.877390
019_9,s-88.186545,s-88.038888,s78.089573
019_10,s-89.494127,s-87.832073,s66.057164
019_11,s-88.098899,s-88.597985,s332.789258
019_12,s-90.165824,s-88.195651,s25.234457
019_13,s-87.877776,s-89.780886,s342.647919
019_14,s-88.785673,s-87.522757,s68.308470
019_15,s-88.136932,s-87.385772,s227.500361
019_16,s-89.963162,s-87.189468,s294.170374
019_17,s-87.493115,s-88.503420,s180.498761
019_18,s-87.497135,s-87.064623,s205.218878
020_0,s-89.490239,s-89.524201,s44.998469
020_1,s-90.095695,s-89.799321,s15.486047
020_2,s-89.441050,s-89.935740,s112.202907
020_3,s-89.093702,s-89.007464,s77.376261
020_4,s-89.071448,s-89.909507,s329.881810
020_5,s-90.333792,s-88.902178,s301.455412
020_6,s-88.860303,s-88.341907,s213.295591
020_7,s-89.276070,s-88.359577,s76.930400
020_8,s-88.443349,s-89.776022,s335.877390
020_9,s-88.186545,s-88.038888,s78.089573
020_10,s-89.494127,s-87.832073,s66.057164
020_11,s-88.098899,s-88.597985,s332.789258
020_12,s-90.165824,s-88.195651,s25.234457
020_13,s-87.877776,s-89.780886,s342.647919
020_14,s-88.785673,s-87.522757,s68.308470
020_15,s-88.136932,s-87.385772,s227.500361
020_16,s-89.963162,s-87.189468,s294.170374
020_17,s-87.493115,s-88.503420,s180.498761
020_18,s-87.497135,s-87.064623,s205.218878
020_19,s-87.243373,s-89.648489,s349.923871
021_0,s-89.490239,s-89.524201,s44.998469
021_1,s-90.095695,s-89.799321,s15.486047
021_2,s-89.441050,s-89.935740,s112.202907
021_3,s-89.093702,s-89.007464,s77.376261
021_4,s-89.071448,s-89.909507,s329.881810
021_5,s-90.333792,s-88.902178,s301.455412
021_6,s-88.860303,s-88.341907,s213.295591
021_7,s-89.276070,s-88.359577,s76.930400
021_8,s-88.443349,s-89.776022,s335.877390
021_9,s-88.186545,s-88.038888,s78.089573
021_10,s-89.494127,s-87.832073,s66.057164
021_11,s-88.098899,s-88.597985,s332.789258
021_12,s-90.165824,s-88.195651,s25.234457
021_13,s-87.877776,s-89.780886,s342.647919
021_14,s-88.785673,s-87.522757,s68.308470
021_15,s-88.136932,s-87.385772,s227.500361
021_16,s-89.963162,s-87.189468,s294.170374
021_17,s-87.493115,s-88.503420,s180.498761
021_18,s-87.497135,s-87.064623,s205.218878
021_19,s-87.243373,s-89.648489,s349.923871
021_20,s-88.524261,s-86.963660,s266.611685
022_0,s-89.490239,s-89.524201,s44.998469
022_1,s-90.095695,s-89.799321,s15.486047
022_2,s-89.441050,s-89.935740,s112.202907
022_3,s-89.093702,s-89.007464,s77.376261
022_4,s-89.071448,s-89.909507,s329.881810
022_5,s-90.333792,s-88.902178,s301.455412
022_6,s-88.860303,s-88.341907,s213.295591
022_7,s-89.276070,s-88.359577,s76.930400
022_8,s-88.443349,s-89.776022,s335.877390
022_9,s-88.186545,s-88.038888,s78.089573
022_10,s-89.494127,s-87.832073,s66.057164
022_11,s-88.098899,s-88.597985,s332.789258
022_12,s-90.165824,s-88.195651,s25.234457
022_13,s-87.877776,s-89.780886,s342.647919
022_14,s-88.785673,s-87.522757,s68.308470
022_15,s-88.136932,s-87.385772,s227.500361
022_16,s-89.963162,s-87.189468,s294.170374
022_17,s-87.493115,s-88.503420,s180.498761
022_18,s-87.497135,s-87.064623,s205.218878
022_19,s-87.243373,s-89.648489,s349.923871
022_20,s-88.524261,s-86.963660,s266.611685
022_21,s-87.267615,s-87.923918,s207.412311
023_0,s-89.490239,s-89.524201,s44.998469
023_1,s-90.095695,s-89.799321,s15.486047
023_2,s-89.441050,s-89.935740,s112.202907
023_3,s-89.093702,s-89.007464,s77.376261
023_4,s-89.071448,s-89.909507,s329.881810
023_5,s-90.333792,s-88.902178,s301.455412
023_6,s-88.860303,s-88.341907,s213.295591
023_7,s-89.276070,s-88.359577,s76.930400
023_8,s-88.443349,s-89.776022,s335.877390
023_9,s-88.186545,s-88.038888,s78.089573
023_10,s-89.494127,s-87.832073,s66.057164
023_11,s-88.098899,s-88.597985,s332.789258
023_12,s-90.165824,s-88.195651,s25.234457
023_13,s-87.877776,s-89.780886,s342.647919
023_14,s-88.785673,s-87.522757,s68.308470
023_15,s-88.136932,s-87.385772,s227.500361
023_16,s-89.963162,s-87.189468,s294.170374
023_17,s-87.493115,s-88.503420,s180.498761
023_18,s-87.497135,s-87.064623,s205.218878
023_19,s-87.243373,s-89.648489,s349.923871
023_20,s-88.524261,s-86.963660,s266.611685
023_21,s-87.267615,s-87.923918,s207.412311
023_22,s-89.132001,s-86.942435,s315.448544
024_0,s-89.490239,s-89.524201,s44.998469
024_1,s-90.095695,s-89.799321,s15.486047
024_2,s-89.441050,s-89.935740,s112.202907
024_3,s-89.093702,s-89.007464,s77.376261
024_4,s-89.071448,s-89.909507,s329.881810
024_5,s-90.333792,s-88.902178,s301.455412
024_6,s-88.860303,s-88.341907,s213.295591
024_7,s-89.276070,s-88.359577,s76.930400
024_8,s-88.443349,s-89.776022,s335.877390
024_9,s-88.186545,s-88.038888,s78.089573
024_10,s-89.494127,s-87.832073,s66.057164
024_11,s-88.098899,s-88.597985,s332.789258
024_12,s-90.165824,s-88.195651,s25.234457
024_13,s-87.877776,s-89.780886,s342.647919
024_14,s-88.785673,s-87.522757,s68.308470
024_15,s-88.136932,s-87.385772,s227.500361
024_16,s-89.963162,s-87.189468,s294.170374
024_17,s-87.493115,s-88.503420,s180.498761
024_18,s-87.497135,s-87.064623,s205.218878
024_19,s-87.243373,s-89.648489,s349.923871
024_20,s-88.524261,s-86.963660,s266.611685
024_21,s-87.267615,s-87.923918,s207.412311
024_22,s-89.132001,s-86.942435,s315.448544
024_23,s-86.865362,s-86.729997,s62.988561
025_0,s-89.490239,s-89.524201,s44.998469
025_1,s-90.095695,s-89.799321,s15.486047
025_2,s-89.441050,s-89.935740,s112.202907
025_3,s-89.093702,s-89.007464,s77.376261
025_4,s-89.071448,s-89.909507,s329.881810
025_5,s-90.333792,s-88.902178,s301.455412
025_6,s-88.860303,s-88.341907,s213.295591
025_7,s-89.276070,s-88.359577,s76.930400
025_8,s-88.443349,s-89.776022,s335.877390
025_9,s-88.186545,s-88.038888,s78.089573
025_10,s-89.494127,s-87.832073,s66.057164
025_11,s-88.098899,s-88.597985,s332.789258
025_12,s-90.165824,s-88.195651,s25.234457
025_13,s-87.877776,s-89.780886,s342.647919
025_14,s-88.785673,s-87.522757,s68.308470
025_15,s-88.136932,s-87.385772,s227.500361
025_16,s-89.963162,s-87.189468,s294.170374
025_17,s-87.493115,s-88.503420,s180.498761
025_18,s-87.497135,s-87.064623,s205.218878
025_19,s-87.243373,s-89.648489,s349.923871
025_20,s-88.524261,s-86.963660,s266.611685
025_21,s-87.267615,s-87.923918,s207.412311
025_22,s-89.132001,s-86.942435,s315.448544
025_23,s-86.865362,s-86.729997,s62.988561
025_24,s-87.536544,s-90.055923,s253.958822
026_0,s-89.490239,s-89.524201,s44.998469
026_1,s-90.095695,s-89.799321,s15.486047
026_2,s-89.441050,s-89.935740,s112.202907
026_3,s-89.093702,s-89.007464,s77.376261
026_4,s-89.071448,s-89.909507,s329.881810
026_5,s-90.333792,s-88.902178,s301.455412
026_6,s-88.860303,s-88.341907,s213.295591
026_7,s-89.276070,s-88.359577,s76.930400
026_8,s-88.443349,s-89.776022,s335.877390
026_9,s-88.186545,s-88.038888,s78.089573
026_10,s-89.494127,s-87.832073,s66.057164
026_11,s-88.098899,s-88.597985,s332.789258
026_12,s-90.165824,s-88.195651,s25.234457
026_13,s-87.877776,s-89.780886,s342.647919
026_14,s-88.785673,s-87.522757,s68.308470
026_15,s-88.136932,s-87.385772,s227.500361
026_16,s-89.963162,s-87.189468,s294.170374
026_17,s-87.493115,s-88.503420,s180.498761
026_18,s-87.497135,s-87.064623,s205.218878
026_19,s-87.243373,s-89.648489,s349.923871
026_20,s-88.524261,s-86.963660,s266.611685
026_21,s-87.267615,s-87.923918,s207.412311
026_22,s-89.132001,s-86.942435,s315.448544
026_23,s-86.865362,s-86.729997,s62.988561
026_24,s-87.536544,s-90.055923,s253.958822
026_25,s-86.750353,s-87.717728,s350.778297
027_0,s-89.490239,s-89.524201,s44.998469
027_1,s-90.095695,s-89.799321,s15.486047
027_2,s-89.441050,s-89.935740,s112.202907
027_3,s-89.093702,s-89.007464,s77.376261
027_4,s-89.071448,s-89.909507,s329.881810
027_5,s-90.333792,s-88.902178,s301.455412
027_6,s-88.860303,s-88.341907,s213.295591
027_7,s-89.276070,s-88.359577,s76.930400
027_8,s-88.443349,s-89.776022,s335.877390
027_9,s-88.186545,s-88.038888,s78.089573
027_10,s-89.494127,s-87.832073,s66.057164
027_11,s-88.098899,s-88.597985,s332.789258
027_12,s-90.165824,s-88.195651,s25.234457
027_13,s-87.877776,s-89.780886,s342.647919
027_14,s-88.785673,s-87.522757,s68.308470
027_15,s-88.136932,s-87.385772,s227.500361
027_16,s-89.963162,s-87.189468,s294.170374
027_17,s-87.493115,s-88.503420,s180.498761
027_18,s-87.497135,s-87.064623,s205.218878
027_19,s-87.243373,s-89.648489,s349.923871
027_20,s-88.524261,s-86.963660,s266.611685
027_21,s-87.267615,s-87.923918,s207.412311
027_22,s-89.132001,s-86.942435,s315.448544
027_23,s-86.865362,s-86.729997,s62.988561
027_24,s-87.536544,s-90.055923,s253.958822
027_25,s-86.750353,s-87.717728,s350.778297
027_26,s-86.723272,s-89.098155,s207.217892
028_0,s-89.490239,s-89.524201,s44.998469
028_1,s-90.095695,s-89.799321,s15.486047
028_2,s-89.441050,s-89.935740,s112.202907
028_3,s-89.093702,s-89.007464,s77.376261
028_4,s-89.071448,s-89.909507,s329.881810
028_5,s-90.333792,s-88.902178,s301.455412
028_6,s-88.860303,s-88.341907,s213.295591
028_7,s-89.276070,s-88.359577,s76.930400
028_8,s-88.443349,s-89.776022,s335.877390
028_9,s-88.186545,s-88.038888,s78.089573
028_10,s-89.494127,s-87.832073,s66.057164
028_11,s-88.098899,s-88.597985,s332.789258
028_12,s-90.165824,s-88.195651,s25.234457
028_13,s-87.877776,s-89.780886,s342.647919
028_14,s-88.785673,s-87.522757,s68.308470
028_15,s-88.136932,s-87.385772,s227.500361
028_16,s-89.963162,s-87.189468,s294.170374
028_17,s-87.493115,s-88.503420,s180.498761
028_18,s-87.497135,s-87.064623,s205.218878
028_19,s-87.243373,s-89.648489,s349.923871
028_20,s-88.524261,s-86.963660,s266.611685
028_21,s-87.267615,s-87.923918,s207.412311
028_22,s-89.132001,s-86.942435,s315.448544
028_23,s-86.865362,s-86.729997,s62.988561
028_24,s-87.536544,s-90.055923,s253.958822
028_25,s-86.750353,s-87.717728,s350.778297
028_26,s-86.723272,s-89.098155,s207.217892
028_27,s-88.217062,s-86.377269,s242.022770
029_0,s-89.490239,s-89.524201,s44.998469
029_1,s-90.095695,s-89.799321,s15.486047
029_2,s-89.441050,s-89.935740,s112.202907
029_3,s-89.093702,s-89.007464,s77.376261
029_4,s-89.071448,s-89.909507,s329.881810
029_5,s-90.333792,s-88.902178,s301.455412
029_6,s-88.860303,s-88.341907,s213.295591
029_7,s-89.276070,s-88.359577,s76.930400
029_8,s-88.443349,s-89.776022,s335.877390
029_9,s-88.186545,s-88.038888,s78.089573
029_10,s-89.494127,s-87.832073,s66.057164
029_11,s-88.098899,s-88.597985,s332.789258
029_12,s-90.165824,s-88.195651,s25.234457
029_13,s-87.877776,s-89.780886,s342.647919
029_14,s-88.785673,s-87.522757,s68.308470
029_15,s-88.136932,s-87.385772,s227.500361
029_16,s-89.963162,s-87.189468,s294.170374
029_17,s-87.493115,s-88.503420,s180.498761
029_18,s-87.497135,s-87.064623,s205.218878
029_19,s-87.243373,s-89.648489,s349.923871
029_20,s-88.524261,s-86.963660,s266.611685
029_21,s-87.267615,s-87.923918,s207.412311
029_22,s-89.132001,s-86.942435,s315.448544
029_23,s-86.865362,s-86.729997,s62.988561
029_24,s-87.536544,s-90.055923,s253.958822
029_25,s-86.750353,s-87.717728,s350.778297
029_26,s-86.723272,s-89.098155,s207.217892
029_27,s-88.217062,s-86.377269,s242.022770
029_28,s-89.938331,s-86.575587,s296.871001
030_0,s-89.490239,s-89.524201,s44.998469
030_1,s-90.095695,s-89.799321,s15.486047
030_2,s-89.441050,s-89.935740,s112.202907
030_3,s-89.093702,s-89.007464,s77.376261
030_4,s-89.071448,s-89.909507,s329.881810
030_5,s-90.333792,s-88.902178,s301.455412
030_6,s-88.860303,s-88.341907,s213.295591
030_7,s-89.276070,s-88.359577,s76.930400
030_8,s-88.443349,s-89.776022,s335.877390
030_9,s-88.186545,s-88.038888,s78.089573
030_10,s-89.494127,s-87.832073,s66.057164
030_11,s-88.098899,s-88.597985,s332.789258
030_12,s-90.165824,s-88.195651,s25.234457
030_13,s-87.877776,s-89.780886,s342.647919
030_14,s-88.785673,s-87.522757,s68.308470
030_15,s-88.136932,s-87.385772,s227.500361
030_16,s-89.963162,s-87.189468,s294.170374
030_17,s-87.493115,s-88.503420,s180.498761
030_18,s-87.497135,s-87.064623,s205.218878
030_19,s-87.243373,s-89.648489,s349.923871
030_20,s-88.524261,s-86.963660,s266.611685
030_21,s-87.267615,s-87.923918,s207.412311
030_22,s-89.132001,s-86.942435,s315.448544
030_23,s-86.865362,s-86.729997,s62.988561
030_24,s-87.536544,s-90.055923,s253.958822
030_25,s-86.750353,s-87.717728,s350.778297
030_26,s-86.723272,s-89.098155,s207.217892
030_27,s-88.217062,s-86.377269,s242.022770
030_28,s-89.938331,s-86.575587,s296.871001
030_29,s-86.577156,s-88.009603,s170.155888
031_0,s-89.490239,s-89.524201,s44.998469
031_1,s-90.095695,s-89.799321,s15.486047
031_2,s-89.441050,s-89.935740,s112.202907
031_3,s-89.093702,s-89.007464,s77.376261
031_4,s-89.071448,s-89.909507,s329.881810
031_5,s-90.333792,s-88.902178,s301.455412
031_6,s-88.860303,s-88.341907,s213.295591
031_7,s-89.276070,s-88.359577,s76.930400
031_8,s-88.443349,s-89.776022,s335.877390
031_9,s-88.186545,s-88.038888,s78.089573
031_10,s-89.494127,s-87.832073,s66.057164
031_11,s-88.098899,s-88.597985,s332.789258
031_12,s-90.165824,s-88.195651,s25.234457
031_13,s-87.877776,s-89.780886,s342.647919
031_14,s-88.785673,s-87.522757,s68.308470
031_15,s-88.136932,s-87.385772,s227.500361
031_16,s-89.963162,s-87.189468,s294.170374
031_17,s-87.493115,s-88.503420,s180.498761
031_18,s-87.497135,s-87.064623,s205.218878
031_19,s-87.243373,s-89.648489,s349.923871
031_20,s-88.524261,s-86.963660,s266.611685
031_21,s-87.267615,s-87.923918,s207.412311
031_22,s-89.132001,s-86.942435,s315.448544
031_23,s-86.865362,s-86.729997,s62.988561
031_24,s-87.536544,s-90.055923,s253.958822
031_25,s-86.750353,s-87.717728,s350.778297
031_26,s-86.723272,s-89.098155,s207.217892
031_27,s-88.217062,s-86.377269,s242.022770
031_28,s-89.938331,s-86.575587,s296.871001
031_29,s-86.577156,s-88.009603,s170.155888
031_30,s-88.945238,s-86.168558,s275.624906
032_0,s-89.490239,s-89.524201,s44.998469
032_1,s-90.095695,s-89.799321,s15.486047
032_2,s-89.441050,s-89.935740,s112.202907
032_3,s-89.093702,s-89.007464,s77.376261
032_4,s-89.071448,s-89.909507,s329.881810
032_5,s-90.333792,s-88.902178,s301.455412
032_6,s-88.860303,s-88.341907,s213.295591
032_7,s-89.276070,s-88.359577,s76.930400
032_8,s-88.443349,s-89.776022,s335.877390
032_9,s-88.186545,s-88.038888,s78.089573
032_10,s-89.494127,s-87.832073,s66.057164
032_11,s-88.098899,s-88.597985,s332.789258
032_12,s-90.165824,s-88.195651,s25.234457
032_13,s-87.877776,s-89.780886,s342.647919
032_14,s-88.785673,s-87.522757,s68.308470
032_15,s-88.136932,s-87.385772,s227.500361
032_16,s-89.963162,s-87.189468,s294.170374
032_17,s-87.493115,s-88.503420,s180.498761
032_18,s-87.497135,s-87.064623,s205.218878
032_19,s-87.243373,s-89.648489,s349.923871
032_20,s-88.524261,s-86.963660,s266.611685
032_21,s-87.267615,s-87.923918,s207.412311
032_22,s-89.132001,s-86.942435,s315.448544
032_23,s-86.865362,s-86.729997,s62.988561
032_24,s-87.536544,s-90.055923,s253.958822
032_25,s-86.750353,s-87.717728,s350.778297
032_26,s-86.723272,s-89.098155,s207.217892
032_27,s-88.217062,s-86.377269,s242.022770
032_28,s-89.938331,s-86.575587,s296.871001
032_29,s-86.577156,s-88.009603,s170.155888
032_30,s-88.945238,s-86.168558,s275.624906
032_31,s-86.424237,s-86.139709,s171.678362
033_0,s-89.490239,s-89.524201,s44.998469
033_1,s-90.095695,s-89.799321,s15.486047
033_2,s-89.441050,s-89.935740,s112.202907
033_3,s-89.093702,s-89.007464,s77.376261
033_4,s-89.071448,s-89.909507,s329.881810
033_5,s-90.333792,s-88.902178,s301.455412
033_6,s-88.860303,s-88.341907,s213.295591
033_7,s-89.276070,s-88.359577,s76.930400
033_8,s-88.443349,s-89.776022,s335.877390
033_9,s-88.186545,s-88.038888,s78.089573
033_10,s-89.494127,s-87.832073,s66.057164
033_11,s-88.098899,s-88.597985,s332.789258
033_12,s-90.165824,s-88.195651,s25.234457
033_13,s-87.877776,s-89.780886,s342.647919
033_14,s-88.785673,s-87.522757,s68.308470
033_15,s-88.136932,s-87.385772,s227.500361
033_16,s-89.963162,s-87.189468,s294.170374
033_17,s-87.493115,s-88.503420,s180.498761
033_18,s-87.497135,s-87.064623,s205.218878
033_19,s-87.243373,s-89.648489,s349.923871
033_20,s-88.524261,s-86.963660,s266.611685
033_21,s-87.267615,s-87.923918,s207.412311
033_22,s-89.132001,s-86.942435,s315.448544
033_23,s-86.865362,s-86.729997,s62.988561
033_24,s-87.536544,s-90.055923,s253.958822
033_25,s-86.750353,s-87.717728,s350.778297
033_26,s-86.723272,s-89.098155,s207.217892
033_27,s-88.217062,s-86.377269,s242.022770
033_28,s-89.938331,s-86.575587,s296.871001
033_29,s-86.577156,s-88.009603,s170.155888
033_30,s-88.945238,s-86.168558,s275.624906
033_31,s-86.424237,s-86.139709,s171.678362
033_32,s-87.167518,s-86.078170,s289.689198
034_0,s-89.490239,s-89.524201,s44.998469
034_1,s-90.095695,s-89.799321,s15.486047
034_2,s-89.441050,s-89.935740,s112.202907
034_3,s-89.093702,s-89.007464,s77.376261
034_4,s-89.071448,s-89.909507,s329.881810
034_5,s-90.333792,s-88.902178,s301.455412
034_6,s-88.860303,s-88.341907,s213.295591
034_7,s-89.276070,s-88.359577,s76.930400
034_8,s-88.443349,s-89.776022,s335.877390
034_9,s-88.186545,s-88.038888,s78.089573
034_10,s-89.494127,s-87.832073,s66.057164
034_11,s-88.098899,s-88.597985,s332.789258
034_12,s-90.165824,s-88.195651,s25.234457
034_13,s-87.877776,s-89.780886,s342.647919
034_14,s-88.785673,s-87.522757,s68.308470
034_15,s-88.136932,s-87.385772,s227.500361
034_16,s-89.963162,s-87.189468,s294.170374
034_17,s-87.493115,s-88.503420,s180.498761
034_18,s-87.497135,s-87.064623,s205.218878
034_19,s-87.243373,s-89.648489,s349.923871
034_20,s-88.524261,s-86.963660,s266.611685
