id,x,y,deg
012_7,s-89.102787,s-88.979186,s197.131997
012_8,s-89.649502,s-89.649818,s322.409664
012_9,s-89.294332,s-88.628464,s160.292823
012_10,s-89.487210,s-88.391777,s331.126388
012_11,s-88.958178,s-89.584699,s306.742015
013_0,s-89.392759,s-89.723136,s48.756830
013_1,s-89.335352,s-89.571837,s45.287752
013_2,s-89.064634,s-89.670307,s34.704239
013_3,s-89.047760,s-89.377159,s89.208339
013_4,s-89.125071,s-89.157020,s75.584270
013_5,s-89.500529,s-88.985425,s8.983021
013_6,s-89.087002,s-89.137529,s128.632674
013_7,s-89.102787,s-88.979186,s197.131997
013_8,s-89.649502,s-89.649818,s322.409664
013_9,s-89.294332,s-88.628464,s160.292823
013_10,s-89.487210,s-88.391777,s331.126388
013_11,s-88.958178,s-89.584699,s306.742015
013_12,s-89.229451,s-88.278641,s152.267850
014_0,s-89.392759,s-89.723136,s48.756830
014_1,s-89.335352,s-89.571837,s45.287752
014_2,s-89.064634,s-89.670307,s34.704239
014_3,s-89.047760,s-89.377159,s89.208339
014_4,s-89.125071,s-89.157020,s75.584270
014_5,s-89.500529,s-88.985425,s8.983021
014_6,s-89.087002,s-89.137529,s128.632674
014_7,s-89.102787,s-88.979186,s197.131997
014_8,s-89.649502,s-89.649818,s322.409664
014_9,s-89.294332,s-88.628464,s160.292823
014_10,s-89.487210,s-88.391777,s331.126388
014_11,s-88.958178,s-89.584699,s306.742015
014_12,s-89.229451,s-88.278641,s152.267850
014_13,s-89.144282,s-88.655532,s133.666760
015_0,s-89.392759,s-89.723136,s48.756830
015_1,s-89.335352,s-89.571837,s45.287752
015_2,s-89.064634,s-89.670307,s34.704239
015_3,s-89.047760,s-89.377159,s89.208339
015_4,s-89.125071,s-89.157020,s75.584270
015_5,s-89.500529,s-88.985425,s8.983021
015_6,s-89.087002,s-89.137529,s128.632674
015_7,s-89.102787,s-88.979186,s197.131997
015_8,s-89.649502,s-89.649818,s322.409664
015_9,s-89.294332,s-88.628464,s160.292823
015_10,s-89.487210,s-88.391777,s331.126388
015_11,s-88.958178,s-89.584699,s306.742015
015_12,s-89.229451,s-88.278641,s152.267850
015_13,s-89.144282,s-88.655532,s133.666760
015_14,s-88.849971,s-89.257038,s207.794322
016_0,s-89.392759,s-89.723136,s48.756830
016_1,s-89.335352,s-89.571837,s45.287752
016_2,s-89.064634,s-89.670307,s34.704239
016_3,s-89.047760,s-89.377159,s89.208339
016_4,s-89.125071,s-89.157020,s75.584270
016_5,s-89.500529,s-88.985425,s8.983021
016_6,s-89.087002,s-89.137529,s128.632674
016_7,s-89.102787,s-88.979186,s197.131997
016_8,s-89.649502,s-89.649818,s322.409664
016_9,s-89.294332,s-88.628464,s160.292823
016_10,s-89.487210,s-88.391777,s331.126388
016_11,s-88.958178,s-89.584699,s306.742015
016_12,s-89.229451,s-88.278641,s152.267850
016_13,s-89.144282,s-88.655532,s133.666760
016_14,s-88.849971,s-89.257038,s207.794322
016_15,s-88.837346,s-89.149201,s125.420846
017_0,s-89.392759,s-89.723136,s48.756830
017_1,s-89.335352,s-89.571837,s45.287752
017_2,s-89.064634,s-89.670307,s34.704239
017_3,s-89.047760,s-89.377159,s89.208339
017_4,s-89.125071,s-89.157020,s75.584270
017_5,s-89.500529,s-88.985425,s8.983021
017_6,s-89.087002,s-89.137529,s128.632674
017_7,s-89.102787,s-88.979186,s197.131997
017_8,s-89.649502,s-89.649818,s322.409664
017_9,s-89.294332,s-88.628464,s160.292823
017_10,s-89.487210,s-88.391777,s331.126388
017_11,s-88.958178,s-89.584699,s306.742015
017_12,s-89.229451,s-88.278641,s152.267850
017_13,s-89.144282,s-88.655532,s133.666760
017_14,s-88.849971,s-89.257038,s207.794322
017_15,s-88.837346,s-89.149201,s125.420846
017_16,s-88.888098,s-88.434394,s67.719188
018_0,s-89.392759,s-89.723136,s48.756830
018_1,s-89.335352,s-89.571837,s45.287752
018_2,s-89.064634,s-89.670307,s34.704239
018_3,s-89.047760,s-89.377159,s89.208339
018_4,s-89.125071,s-89.157020,s75.584270
018_5,s-89.500529,s-88.985425,s8.983021
018_6,s-89.087002,s-89.137529,s128.632674
018_7,s-89.102787,s-88.979186,s197.131997
018_8,s-89.649502,s-89.649818,s322.409664
018_9,s-89.294332,s-88.628464,s160.292823
018_10,s-89.487210,s-88.391777,s331.126388
018_11,s-88.958178,s-89.584699,s306.742015
018_12,s-89.229451,s-88.278641,s152.267850
018_13,s-89.144282,s-88.655532,s133.666760
018_14,s-88.849971,s-89.257038,s207.794322
018_15,s-88.837346,s-89.149201,s125.420846
018_16,s-88.888098,s-88.434394,s67.719188
018_17,s-88.663378,s-89.183413,s150.776422
019_0,s-89.392759,s-89.723136,s48.756830
019_1,s-89.335352,s-89.571837,s45.287752
019_2,s-89.064634,s-89.670307,s34.704239
019_3,s-89.047760,s-89.377159,s89.208339
019_4,s-89.125071,s-89.157020,s75.584270
019_5,s-89.500529,s-88.985425,s8.983021
019_6,s-89.087002,s-89.137529,s128.632674
019_7,s-89.102787,s-88.979186,s197.131997
019_8,s-89.649502,s-89.649818,s322.409664
019_9,s-89.294332,s-88.628464,s160.292823
019_10,s-89.487210,s-88.391777,s331.126388
019_11,s-88.958178,s-89.584699,s306.742015
019_12,s-89.229451,s-88.278641,s152.267850
019_13,s-89.144282,s-88.655532,s133.666760
019_14,s-88.849971,s-89.257038,s207.794322
019_15,s-88.837346,s-89.149201,s125.420846
019_16,s-88.888098,s-88.434394,s67.719188
019_17,s-88.663378,s-89.183413,s150.776422
019_18,s-88.676381,s-88.516965,s69.174863
020_0,s-89.392759,s-89.723136,s48.756830
020_1,s-89.335352,s-89.571837,s45.287752
020_2,s-89.064634,s-89.670307,s34.704239
020_3,s-89.047760,s-89.377159,s89.208339
020_4,s-89.125071,s-89.157020,s75.584270
020_5,s-89.500529,s-88.985425,s8.983021
020_6,s-89.087002,s-89.137529,s128.632674
020_7,s-89.102787,s-88.979186,s197.131997
020_8,s-89.649502,s-89.649818,s322.409664
020_9,s-89.294332,s-88.628464,s160.292823
020_10,s-89.487210,s-88.391777,s331.126388
020_11,s-88.958178,s-89.584699,s306.742015
020_12,s-89.229451,s-88.278641,s152.267850
020_13,s-89.144282,s-88.655532,s133.666760
020_14,s-88.849971,s-89.257038,s207.794322
020_15,s-88.837346,s-89.149201,s125.420846
020_16,s-88.888098,s-88.434394,s67.719188
020_17,s-88.663378,s-89.183413,s150.776422
020_18,s-88.676381,s-88.516965,s69.174863
020_19,s-89.577894,s-89.771142,s350.592486
